,movie_code,duration,facenumber_in_poster,country,budget,gross,num_voted_users,num_user_for_reviews,num_critic_for_reviews,movie_facebook_likes,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,cast_total_facebook_likes,imdb_score,imdb_score_class
1024,1025,107.0,0.0,USA,50000000.0,9795017.0,9227,70.0,50.0,422,607.0,2000.0,979.0,602.0,5461,5.1,Fair
468,469,135.0,1.0,USA,75000000.0,76081498.0,76099,162.0,80.0,0,503.0,8000.0,137.0,67.0,8355,6.7,Good
3579,3580,123.0,6.0,USA,6000000.0,2122561.0,99033,434.0,93.0,0,0.0,1000.0,898.0,781.0,3254,7.2,Good
2543,2544,106.0,0.0,USA,16000000.0,52885587.0,35312,267.0,67.0,0,48.0,23000.0,255.0,35.0,23369,6.4,Good
1313,1314,107.0,0.0,UK,26000000.0,3675072.0,190132,801.0,308.0,15000,0.0,11000.0,372.0,167.0,11623,7.3,Good
4818,4819,43.0,6.0,USA,,,72017,323.0,23.0,17000,,2000.0,821.0,576.0,5052,6.7,Good
4791,4792,90.0,0.0,USA,1066167.0,258113.0,42678,135.0,279.0,0,57.0,1000.0,235.0,92.0,1528,7.1,Good
1041,1042,118.0,2.0,USA,48000000.0,66488090.0,120202,397.0,75.0,0,176.0,18000.0,11000.0,308.0,29748,6.7,Good
4213,4214,84.0,0.0,USA,,438653.0,108052,434.0,121.0,79000,406.0,586.0,497.0,233.0,1490,6.6,Good
940,941,104.0,1.0,USA,70000000.0,97680195.0,271691,243.0,190.0,0,235.0,14000.0,11000.0,1000.0,29505,6.8,Good
3956,3957,120.0,0.0,Russia,4000000.0,,2488,3.0,8.0,282,0.0,114.0,45.0,22.0,183,7.5,Good
722,723,87.0,0.0,USA,60000000.0,93375151.0,46031,235.0,105.0,0,6.0,3000.0,664.0,405.0,4171,5.2,Fair
1751,1752,110.0,3.0,UK,29000000.0,,2167,32.0,87.0,0,350.0,11000.0,183.0,83.0,11534,7.1,Good
4700,4701,103.0,0.0,UK,400000.0,,474,8.0,21.0,203,2.0,628.0,474.0,442.0,1683,7.4,Good
1906,1907,98.0,2.0,USA,25000000.0,44455658.0,36253,92.0,49.0,0,176.0,742.0,658.0,468.0,2457,6.7,Good
1669,1670,63.0,0.0,USA,30000000.0,26687172.0,15600,55.0,162.0,0,15.0,759.0,73.0,69.0,1002,7.3,Good
1797,1798,114.0,3.0,USA,35000000.0,42168445.0,10791,39.0,76.0,464,92.0,940.0,706.0,436.0,3565,5.3,Fair
4510,4511,91.0,0.0,USA,2600000.0,2850263.0,5061,70.0,9.0,0,38.0,584.0,399.0,117.0,1218,6.2,Good
3051,3052,95.0,0.0,USA,11000000.0,13558739.0,15427,121.0,75.0,449,5.0,1000.0,660.0,443.0,2729,5.3,Fair
2954,2955,125.0,3.0,UK,12000000.0,,20660,123.0,55.0,0,76.0,1000.0,837.0,801.0,4659,7.0,Good
1948,1949,97.0,1.0,USA,25000000.0,23527955.0,74691,165.0,213.0,0,41.0,11000.0,673.0,619.0,12841,6.4,Good
195,196,165.0,0.0,Australia,130000000.0,49551662.0,102338,450.0,245.0,0,1000.0,309.0,284.0,165.0,921,6.6,Good
1693,1694,130.0,0.0,USA,30000000.0,15709385.0,53053,132.0,154.0,0,149.0,1000.0,807.0,798.0,5101,6.7,Good
4499,4500,108.0,0.0,USA,1200000.0,594904.0,2582,89.0,38.0,0,14.0,1000.0,330.0,274.0,1805,6.0,Fair
2446,2447,108.0,0.0,USA,18000000.0,6000000.0,10832,102.0,60.0,0,25.0,1000.0,115.0,94.0,1263,6.7,Good
2772,2773,109.0,0.0,USA,14000000.0,61356221.0,19505,162.0,86.0,0,41.0,997.0,826.0,748.0,3544,5.2,Fair
3167,3168,97.0,1.0,UK,10000000.0,8111360.0,34848,203.0,137.0,0,350.0,460.0,372.0,250.0,1334,7.4,Good
2465,2466,334.0,0.0,France,,145118.0,10111,36.0,108.0,0,,897.0,30.0,30.0,1032,7.7,Good
1857,1858,99.0,0.0,Canada,26000000.0,13829734.0,16194,79.0,32.0,319,5.0,1000.0,691.0,535.0,2960,4.3,Fair
4721,4722,83.0,6.0,Slovenia,500000.0,,86,2.0,2.0,18,0.0,0.0,0.0,0.0,0,6.4,Good
1372,1373,123.0,0.0,UK,38000000.0,26903709.0,312629,475.0,393.0,83000,2000.0,26000.0,10000.0,471.0,37206,8.1,Excellent
2184,2185,72.0,0.0,USA,20000000.0,47887943.0,11634,58.0,85.0,227,0.0,3000.0,455.0,384.0,4480,5.4,Fair
20,21,153.0,0.0,USA,230000000.0,262030663.0,451803,1225.0,599.0,56000,464.0,15000.0,10000.0,963.0,28489,7.0,Good
5027,5028,83.0,0.0,Ireland,10000.0,,57,1.0,12.0,105,18.0,10.0,5.0,0.0,15,6.7,Good
1344,1345,120.0,1.0,USA,38000000.0,58700247.0,95367,260.0,279.0,33000,508.0,21000.0,11000.0,1000.0,36062,6.9,Good
2415,2416,111.0,0.0,USA,15000000.0,31471430.0,83374,828.0,279.0,0,521.0,97.0,68.0,64.0,313,7.6,Good
2396,2397,122.0,0.0,USA,20000000.0,75072454.0,96569,522.0,233.0,0,301.0,1000.0,539.0,457.0,2759,6.7,Good
494,495,119.0,0.0,USA,44000000.0,21471685.0,65464,1308.0,174.0,0,64.0,743.0,117.0,41.0,971,2.4,Bad
849,850,123.0,0.0,USA,53000000.0,91400000.0,81026,194.0,82.0,0,12000.0,18000.0,10000.0,665.0,30132,7.3,Good
3787,3788,97.0,3.0,USA,5000000.0,326308.0,6632,69.0,37.0,225,18000.0,10000.0,1000.0,977.0,13718,6.1,Good
4192,4193,96.0,0.0,USA,,1186323.0,7776,84.0,54.0,774,13.0,643.0,265.0,209.0,1396,7.6,Good
3638,3639,97.0,0.0,USA,6000000.0,117560.0,2330,29.0,36.0,224,781.0,596.0,206.0,90.0,1081,6.2,Good
3350,3351,126.0,0.0,USA,8000000.0,90800000.0,126916,235.0,81.0,0,80.0,668.0,641.0,225.0,2004,7.2,Good
3071,3072,96.0,0.0,Italy,,,618,12.0,28.0,85,4.0,917.0,545.0,199.0,1827,6.2,Good
1275,1276,99.0,2.0,USA,40000000.0,27663982.0,26051,164.0,70.0,0,287.0,10000.0,368.0,44.0,10469,4.4,Fair
3662,3663,141.0,6.0,USA,5600000.0,3064356.0,3433,81.0,68.0,160,407.0,688.0,659.0,501.0,2584,6.9,Good
188,189,116.0,0.0,USA,132000000.0,234277056.0,334345,2741.0,401.0,0,14000.0,10000.0,1000.0,807.0,12758,6.5,Good
1185,1186,108.0,1.0,USA,40000000.0,163947053.0,227824,273.0,224.0,10000,98.0,16000.0,896.0,723.0,18656,6.7,Good
2299,2300,148.0,0.0,USA,20000000.0,8093318.0,61935,242.0,401.0,18000,0.0,204.0,178.0,175.0,707,6.7,Good
4931,4932,88.0,0.0,USA,1200000.0,110720.0,524,22.0,18.0,73,14.0,142.0,23.0,3.0,168,7.3,Good
4742,4743,91.0,3.0,USA,500000.0,243347.0,553,24.0,11.0,86,21.0,597.0,485.0,469.0,2555,5.3,Fair
893,894,92.0,3.0,USA,55000000.0,9483821.0,39247,131.0,279.0,10000,394.0,13000.0,11000.0,565.0,25418,5.7,Fair
3030,3031,120.0,1.0,USA,11000000.0,52929168.0,82743,201.0,54.0,7000,36.0,886.0,655.0,633.0,3280,7.5,Good
2173,2174,134.0,0.0,USA,20000000.0,56667870.0,439176,695.0,597.0,83000,0.0,2000.0,660.0,500.0,4251,8.1,Excellent
3607,3608,96.0,1.0,USA,3000000.0,11642254.0,22929,287.0,137.0,926,2.0,742.0,256.0,120.0,1308,5.2,Fair
1478,1479,98.0,1.0,UK,31000000.0,16831505.0,51842,173.0,129.0,0,12.0,4000.0,4000.0,663.0,9330,6.3,Good
2709,2710,99.0,1.0,USA,,,1465,56.0,,515,45.0,1000.0,393.0,224.0,2166,7.4,Good
4144,4145,136.0,2.0,USA,2900000.0,,4313,40.0,21.0,612,964.0,931.0,416.0,248.0,2167,7.3,Good
4049,4050,94.0,4.0,UK,3500000.0,16501785.0,469561,514.0,134.0,21000,0.0,2000.0,887.0,557.0,3559,8.2,Excellent
1516,1517,101.0,0.0,Japan,34000000.0,15081783.0,85589,144.0,256.0,0,6000.0,6.0,3.0,2.0,13,7.7,Good
1960,1961,99.0,1.0,USA,25000000.0,14983572.0,9361,162.0,86.0,378,154.0,774.0,692.0,347.0,2498,4.7,Fair
4396,4397,,4.0,India,70000000.0,129319.0,257,4.0,4.0,9,0.0,421.0,96.0,45.0,622,5.1,Fair
174,175,100.0,0.0,Australia,135000000.0,63992328.0,32399,79.0,156.0,0,750.0,49000.0,11000.0,988.0,62644,5.9,Fair
3536,3537,88.0,0.0,USA,7000000.0,,8589,70.0,112.0,0,0.0,1000.0,844.0,507.0,3150,4.8,Fair
3943,3944,106.0,0.0,USA,9500000.0,58214.0,34224,137.0,109.0,10000,0.0,617.0,163.0,67.0,916,7.0,Good
1762,1763,91.0,0.0,USA,30000000.0,51475962.0,177828,714.0,136.0,11000,446.0,1000.0,872.0,660.0,3969,7.3,Good
4116,4117,93.0,3.0,USA,3000000.0,200803.0,7988,71.0,82.0,0,78.0,536.0,317.0,197.0,1467,5.3,Fair
2064,2065,93.0,5.0,Ireland,23000000.0,18934858.0,72646,397.0,394.0,0,0.0,17000.0,13000.0,947.0,31187,5.8,Fair
462,463,118.0,0.0,USA,80000000.0,94822707.0,227072,560.0,325.0,20000,117.0,18000.0,15000.0,10000.0,44797,6.9,Good
1122,1123,100.0,0.0,Australia,45000000.0,17300889.0,27648,148.0,60.0,0,23.0,1000.0,642.0,579.0,3855,4.9,Fair
774,775,94.0,2.0,USA,65000000.0,36830057.0,10883,73.0,49.0,448,80.0,1000.0,417.0,230.0,2151,4.9,Fair
3602,3603,104.0,4.0,USA,6000000.0,12793213.0,18286,73.0,34.0,0,80.0,8000.0,960.0,658.0,10430,6.2,Good
4452,4453,101.0,,USA,2000000.0,,162,8.0,9.0,724,20.0,1000.0,301.0,256.0,2419,4.8,Fair
4743,4744,91.0,0.0,USA,500000.0,154077.0,6884,53.0,81.0,238,12000.0,778.0,327.0,213.0,1440,6.6,Good
671,672,118.0,6.0,USA,65000000.0,85911262.0,24735,213.0,176.0,16000,87.0,2000.0,1000.0,929.0,4796,5.2,Fair
42,43,103.0,3.0,USA,200000000.0,414984497.0,544884,733.0,453.0,30000,125.0,15000.0,1000.0,721.0,19085,8.3,Excellent
639,640,117.0,0.0,USA,,27550735.0,27481,113.0,178.0,12000,44.0,788.0,562.0,531.0,3524,6.8,Good
2269,2270,94.0,1.0,USA,20000000.0,13801755.0,23928,100.0,34.0,0,36.0,13000.0,828.0,507.0,15183,6.6,Good
2504,2505,99.0,7.0,USA,,24708699.0,7991,30.0,62.0,0,17.0,918.0,912.0,826.0,4797,4.9,Fair
3328,3329,23.0,0.0,USA,,,28190,73.0,47.0,2000,,668.0,296.0,265.0,1484,7.9,Good
3973,3974,107.0,0.0,USA,3768785.0,8000000.0,3167,90.0,21.0,456,24.0,277.0,244.0,83.0,731,7.0,Good
4793,4794,91.0,0.0,USA,,1293295.0,10366,88.0,86.0,0,147.0,22.0,20.0,5.0,54,7.7,Good
4156,4157,102.0,3.0,USA,2800000.0,22202612.0,291875,533.0,213.0,14000,149.0,695.0,421.0,357.0,2509,8.1,Excellent
4485,4486,100.0,0.0,USA,1200000.0,18488314.0,76151,333.0,100.0,0,422.0,816.0,577.0,422.0,2893,7.1,Good
782,783,96.0,1.0,USA,60000000.0,32122249.0,69319,138.0,105.0,846,11000.0,22000.0,394.0,236.0,22889,5.9,Fair
2890,2891,94.0,0.0,USA,13000000.0,51872378.0,88241,266.0,285.0,23000,122.0,873.0,461.0,383.0,2812,6.7,Good
2006,2007,134.0,6.0,France,25000000.0,183662.0,18395,48.0,118.0,0,0.0,541.0,173.0,92.0,890,7.1,Good
2058,2059,106.0,3.0,UK,23000000.0,15785632.0,32513,119.0,216.0,15000,452.0,20000.0,732.0,141.0,21195,7.5,Good
3217,3218,85.0,2.0,Hong Kong,10000000.0,488872.0,56923,243.0,246.0,0,0.0,478.0,83.0,51.0,700,7.3,Good
3325,3326,122.0,12.0,Australia,9000000.0,,5741,39.0,17.0,0,8.0,174.0,109.0,59.0,498,7.1,Good
3707,3708,113.0,0.0,UK,5000000.0,,19596,73.0,33.0,620,688.0,462.0,278.0,80.0,971,7.1,Good
836,837,92.0,0.0,USA,60000000.0,217326336.0,57276,146.0,131.0,0,25.0,1000.0,718.0,639.0,2847,5.2,Fair
2865,2866,118.0,0.0,Ireland,13000000.0,14677654.0,161288,351.0,421.0,72000,412.0,805.0,681.0,491.0,2499,8.3,Excellent
3539,3540,115.0,0.0,USA,6900000.0,41400000.0,39451,138.0,38.0,0,16000.0,16000.0,455.0,240.0,17209,7.3,Good
1747,1748,167.0,0.0,USA,28000000.0,161029270.0,119928,331.0,349.0,76000,473.0,559.0,427.0,303.0,2702,7.9,Good
4273,4274,105.0,0.0,USA,,4311834.0,55382,129.0,171.0,63000,117.0,13000.0,125.0,18.0,13145,8.3,Excellent
1309,1310,108.0,0.0,Germany,33000000.0,10326062.0,121432,310.0,219.0,10000,22.0,12000.0,2000.0,61.0,14127,6.8,Good
1397,1398,105.0,0.0,Hong Kong,36000000.0,2126511.0,21912,45.0,78.0,12000,25.0,461.0,79.0,51.0,615,7.2,Good
2598,2599,95.0,0.0,Canada,15500000.0,7774730.0,61912,352.0,251.0,0,571.0,499.0,298.0,102.0,1120,6.5,Good
5008,5009,65.0,1.0,USA,27000.0,8231.0,803,16.0,8.0,85,0.0,0.0,0.0,,0,6.7,Good
316,317,131.0,15.0,USA,90000000.0,39292022.0,127258,351.0,320.0,56000,385.0,26000.0,13000.0,11000.0,52610,6.1,Good
2375,2376,131.0,1.0,USA,19000000.0,21483154.0,98741,236.0,252.0,53000,33.0,876.0,526.0,326.0,1985,7.6,Good
2129,2130,106.0,4.0,Spain,22000000.0,,6920,22.0,82.0,0,195.0,20.0,10.0,0.0,30,6.7,Good
5,6,156.0,0.0,USA,258000000.0,336530303.0,383056,1902.0,392.0,0,0.0,24000.0,11000.0,4000.0,46055,6.2,Good
4805,4806,97.0,1.0,UK,650000.0,,10577,64.0,46.0,0,350.0,114.0,61.0,33.0,260,6.9,Good
31,32,195.0,3.0,USA,200000000.0,408992272.0,557489,1187.0,608.0,95000,1000.0,21000.0,4000.0,3000.0,30426,7.2,Good
3305,3306,103.0,3.0,USA,9000000.0,1530535.0,7833,63.0,100.0,215,38.0,745.0,591.0,316.0,1721,5.7,Fair
2398,2399,110.0,1.0,USA,16000000.0,13998282.0,24854,374.0,169.0,31000,179.0,12000.0,1000.0,734.0,15044,3.1,Bad
2893,2894,102.0,0.0,France,13000000.0,2035566.0,77305,162.0,242.0,11000,43.0,170.0,157.0,113.0,931,6.6,Good
4699,4700,90.0,0.0,USA,,169719.0,7384,79.0,143.0,0,13.0,977.0,511.0,432.0,2483,5.2,Fair
1775,1776,135.0,2.0,France,28000000.0,38372662.0,193455,1058.0,177.0,17000,456.0,422.0,286.0,241.0,1083,7.8,Good
211,212,129.0,2.0,USA,125000000.0,186830669.0,338635,412.0,382.0,39000,0.0,21000.0,979.0,154.0,22403,7.5,Good
2294,2295,88.0,3.0,Germany,20000000.0,9109322.0,25371,129.0,32.0,0,84.0,650.0,384.0,177.0,1343,1.9,Bad
2493,2494,87.0,1.0,USA,17000000.0,37566230.0,3407,48.0,52.0,309,9.0,818.0,636.0,503.0,2164,5.1,Fair
3136,3137,107.0,1.0,USA,10000000.0,,6143,90.0,54.0,0,17.0,371.0,324.0,53.0,857,5.3,Fair
3274,3275,92.0,0.0,Australia,8500000.0,,13003,80.0,54.0,10000,25.0,509.0,446.0,110.0,1248,7.5,Good
2732,2733,116.0,0.0,Canada,,819852.0,6690,83.0,95.0,284,460.0,5000.0,203.0,71.0,5426,7.0,Good
4549,4550,122.0,0.0,USA,,5355376.0,9638,67.0,129.0,0,17000.0,543.0,426.0,184.0,1218,7.2,Good
2938,2939,89.0,0.0,USA,12000000.0,31691811.0,57446,369.0,198.0,0,66.0,137000.0,1000.0,1000.0,140268,6.0,Fair
709,710,106.0,6.0,USA,80000000.0,279167575.0,211296,428.0,141.0,0,116.0,22000.0,713.0,708.0,24938,6.3,Good
2038,2039,124.0,0.0,USA,24000000.0,8427204.0,10100,59.0,73.0,153,41.0,512.0,481.0,197.0,1523,5.4,Fair
856,857,44.0,4.0,USA,1400000.0,,63982,181.0,77.0,0,,847.0,440.0,72.0,1359,8.4,Excellent
1600,1601,112.0,0.0,South Africa,30000000.0,115646235.0,531737,1262.0,472.0,22000,662.0,2000.0,433.0,107.0,2639,8.0,Good
383,384,96.0,0.0,USA,90000000.0,143618384.0,165333,186.0,240.0,19000,107.0,11000.0,560.0,350.0,12071,7.0,Good
159,160,127.0,0.0,USA,150000000.0,257704099.0,504419,1559.0,518.0,19000,14000.0,26000.0,12000.0,981.0,39284,8.0,Good
4205,4206,103.0,0.0,Germany,8400000.0,5725.0,10220,110.0,62.0,560,24.0,127.0,10.0,10.0,163,6.1,Good
3246,3247,117.0,1.0,UK,6000000.0,,9585,38.0,76.0,0,13.0,5000.0,2000.0,415.0,7637,6.9,Good
4081,4082,109.0,1.0,USA,3000000.0,8114507.0,95362,270.0,405.0,62000,0.0,140.0,63.0,48.0,328,7.9,Good
2697,2698,91.0,2.0,USA,15000000.0,10443316.0,7159,88.0,42.0,247,23.0,925.0,660.0,629.0,2913,5.0,Fair
3557,3558,107.0,2.0,USA,,,3157,33.0,6.0,337,0.0,804.0,167.0,146.0,1285,7.2,Good
600,601,116.0,0.0,USA,70000000.0,83552429.0,154955,800.0,355.0,25000,473.0,833.0,697.0,464.0,4001,5.8,Fair
1771,1772,117.0,1.0,UK,30000000.0,48043505.0,435864,801.0,447.0,36000,905.0,553.0,488.0,385.0,2357,7.7,Good
3375,3376,60.0,2.0,USA,,,5817,25.0,9.0,0,,666.0,579.0,460.0,4043,7.1,Good
3836,3837,100.0,1.0,France,4600000.0,513836.0,6304,21.0,87.0,0,3.0,74.0,52.0,9.0,143,7.2,Good
2338,2339,118.0,0.0,France,140000000.0,146072.0,7147,16.0,8.0,136,8.0,106.0,56.0,11.0,182,6.0,Fair
3935,3936,106.0,0.0,USA,4000000.0,399793.0,2877,70.0,31.0,111,81.0,2000.0,811.0,687.0,4343,5.4,Fair
4474,4475,87.0,0.0,USA,1250000.0,19100000.0,39690,394.0,242.0,0,49.0,309.0,121.0,59.0,707,6.1,Good
2935,2936,93.0,0.0,USA,12000000.0,54724272.0,157051,261.0,229.0,29000,166.0,971.0,329.0,281.0,2043,6.7,Good
4947,4948,,2.0,USA,125000.0,,172,,,0,0.0,17.0,0.0,,17,5.1,Fair
2944,2945,123.0,0.0,USA,12000000.0,25776062.0,61651,271.0,128.0,0,278.0,4000.0,1000.0,898.0,7072,7.4,Good
3957,3958,168.0,0.0,USA,4000000.0,,6303,129.0,34.0,0,0.0,713.0,649.0,69.0,1541,7.6,Good
83,84,109.0,3.0,Belgium,,,2138,15.0,10.0,677,596.0,622.0,525.0,283.0,1982,4.5,Fair
690,691,102.0,3.0,USA,65000000.0,13750556.0,111102,239.0,339.0,32000,436.0,23000.0,13000.0,6000.0,49433,6.5,Good
1330,1331,102.0,1.0,USA,,42640890.0,32412,184.0,110.0,0,36.0,747.0,452.0,433.0,1930,5.6,Fair
4228,4229,92.0,0.0,USA,2200000.0,21300000.0,22521,342.0,160.0,1000,13.0,42.0,27.0,17.0,170,4.7,Fair
3698,3699,87.0,0.0,USA,5000000.0,64267897.0,67992,327.0,106.0,0,79.0,608.0,362.0,218.0,1770,6.6,Good
5040,5041,100.0,5.0,USA,,10443.0,1255,9.0,14.0,660,0.0,946.0,719.0,489.0,2386,6.3,Good
3188,3189,120.0,1.0,Italy,10000000.0,5004648.0,14031,114.0,181.0,0,64.0,144.0,110.0,72.0,474,7.0,Good
1545,1546,107.0,6.0,USA,32000000.0,101470202.0,310540,669.0,418.0,97000,133.0,17000.0,11000.0,9000.0,38751,6.7,Good
743,744,100.0,1.0,USA,60000000.0,75280058.0,143121,279.0,310.0,10000,253.0,309.0,229.0,57.0,647,7.7,Good
2441,2442,112.0,0.0,USA,18000000.0,7837632.0,46396,287.0,124.0,0,0.0,805.0,223.0,177.0,1466,7.5,Good
1061,1062,75.0,3.0,USA,47000000.0,15519841.0,8693,71.0,93.0,261,0.0,4000.0,769.0,677.0,6863,4.5,Fair
3080,3081,97.0,0.0,USA,10000000.0,11043445.0,27689,74.0,81.0,1000,21.0,17000.0,1000.0,499.0,20312,6.5,Good
2110,2111,107.0,11.0,USA,22000000.0,12784713.0,56813,381.0,183.0,0,737.0,6000.0,718.0,678.0,8094,6.7,Good
1575,1576,138.0,0.0,USA,31000000.0,93749203.0,264047,491.0,449.0,64000,0.0,18000.0,984.0,874.0,20952,7.3,Good
343,344,92.0,0.0,USA,93000000.0,181166115.0,219501,1236.0,198.0,0,394.0,693.0,595.0,527.0,2574,5.9,Fair
1103,1104,117.0,0.0,USA,40000000.0,46280507.0,87165,184.0,173.0,12000,153.0,35000.0,11000.0,734.0,49743,6.5,Good
770,771,100.0,2.0,USA,60000000.0,43337279.0,76770,203.0,170.0,0,11000.0,10000.0,1000.0,485.0,12258,4.9,Fair
2822,2823,99.0,4.0,USA,14000000.0,12282677.0,28159,96.0,107.0,0,38.0,3000.0,837.0,390.0,4702,5.1,Fair
823,824,97.0,1.0,Germany,60000000.0,60128566.0,131447,410.0,253.0,19000,545.0,14000.0,1000.0,529.0,16098,5.9,Fair
3370,3371,94.0,3.0,USA,8000000.0,26049082.0,76791,100.0,164.0,0,19.0,363.0,342.0,117.0,1024,6.1,Good
2908,2909,99.0,3.0,USA,12500000.0,1227324.0,6921,48.0,48.0,344,220.0,812.0,787.0,599.0,3337,6.6,Good
3142,3143,100.0,3.0,USA,25000000.0,16247775.0,23527,104.0,65.0,767,15.0,1000.0,962.0,804.0,4789,5.5,Fair
4656,4657,86.0,2.0,USA,990000.0,,2706,23.0,16.0,549,63.0,489.0,207.0,175.0,1278,4.9,Fair
360,361,151.0,0.0,USA,90000000.0,132373442.0,873649,2054.0,352.0,29000,17000.0,29000.0,13000.0,1000.0,45648,8.5,Excellent
3556,3557,108.0,1.0,USA,6500000.0,54215416.0,21409,63.0,18.0,0,7.0,699.0,63.0,51.0,936,6.8,Good
1894,1895,86.0,0.0,Germany,25000000.0,54098051.0,102861,571.0,216.0,0,70.0,440.0,346.0,318.0,2420,5.8,Fair
297,298,78.0,1.0,USA,100000000.0,89296573.0,128285,297.0,141.0,0,10.0,558.0,452.0,253.0,2039,7.3,Good
568,569,153.0,1.0,USA,75000000.0,51814190.0,100837,301.0,230.0,0,0.0,11000.0,561.0,130.0,11852,6.4,Good
3012,3013,113.0,9.0,Georgia,20000000.0,17149.0,12128,61.0,74.0,0,212.0,567.0,111.0,18.0,708,5.6,Fair
1798,1799,164.0,0.0,UK,16000000.0,26400000.0,12980,89.0,52.0,845,767.0,358.0,223.0,162.0,1334,7.4,Good
3982,3983,113.0,2.0,USA,3600000.0,,76616,334.0,88.0,0,154.0,183.0,89.0,77.0,465,7.9,Good
4475,4476,101.0,4.0,USA,1250000.0,,24959,136.0,97.0,0,0.0,287.0,160.0,66.0,581,8.0,Good
398,399,124.0,1.0,USA,85000000.0,172620724.0,146134,393.0,142.0,0,249.0,11000.0,10000.0,936.0,23603,6.4,Good
811,812,108.0,0.0,USA,58000000.0,363024263.0,479047,1058.0,579.0,117000,84.0,16000.0,805.0,361.0,18239,8.1,Excellent
1012,1013,114.0,2.0,USA,50000000.0,26442251.0,76010,205.0,236.0,15000,174.0,14000.0,988.0,655.0,16992,6.6,Good
877,878,107.0,1.0,USA,50000000.0,20550712.0,40346,95.0,47.0,1000,99.0,18000.0,11000.0,581.0,31014,5.6,Fair
4814,4815,84.0,0.0,Israel,450000.0,34151.0,186,3.0,23.0,111,0.0,3.0,,,3,7.2,Good
185,186,146.0,1.0,USA,130000000.0,424645577.0,498397,706.0,502.0,82000,508.0,34000.0,14000.0,523.0,49355,7.6,Good
3244,3245,99.0,0.0,USA,10000000.0,,11285,82.0,62.0,509,71.0,298.0,258.0,126.0,934,5.7,Fair
154,155,133.0,3.0,USA,145000000.0,209364921.0,365104,512.0,432.0,35000,663.0,10000.0,10000.0,690.0,21768,7.4,Good
3033,3034,107.0,3.0,USA,11000000.0,49797148.0,49007,97.0,57.0,0,42.0,1000.0,854.0,808.0,3435,7.2,Good
2522,2523,110.0,3.0,USA,16000000.0,39825798.0,295375,645.0,236.0,15000,168.0,3000.0,979.0,96.0,4210,7.6,Good
3695,3696,106.0,0.0,USA,5000000.0,83574831.0,109214,269.0,318.0,35000,0.0,852.0,618.0,482.0,2975,6.6,Good
4869,4870,86.0,3.0,USA,,,603,15.0,26.0,122,5.0,68.0,64.0,41.0,216,6.9,Good
1630,1631,107.0,1.0,USA,27800000.0,55210049.0,43743,293.0,98.0,0,0.0,12000.0,664.0,643.0,14710,5.4,Fair
315,316,102.0,1.0,USA,100000000.0,49392095.0,52029,224.0,167.0,0,52.0,8000.0,735.0,526.0,10552,5.4,Fair
1524,1525,101.0,0.0,USA,33000000.0,51758599.0,27580,232.0,107.0,742,43.0,2000.0,1000.0,655.0,5942,5.5,Fair
4774,4775,108.0,2.0,USA,500000.0,,62,4.0,1.0,0,431.0,466.0,431.0,317.0,1628,5.7,Fair
347,348,137.0,0.0,USA,107000000.0,22406362.0,16832,267.0,106.0,701,102.0,2000.0,973.0,877.0,5780,6.0,Fair
1435,1436,147.0,2.0,USA,35000000.0,41954997.0,225122,234.0,117.0,0,179.0,40000.0,14000.0,646.0,56014,7.8,Good
953,954,80.0,0.0,USA,35000000.0,75367693.0,58961,232.0,116.0,795,12.0,13000.0,258.0,58.0,13430,5.0,Fair
189,190,147.0,1.0,USA,130000000.0,138396624.0,178126,511.0,94.0,0,0.0,10000.0,898.0,877.0,12954,6.6,Good
4132,4133,80.0,0.0,USA,3000000.0,,2978,13.0,29.0,2000,19.0,319.0,302.0,73.0,845,2.6,Bad
4668,4669,87.0,0.0,USA,,58163.0,122,3.0,13.0,4,0.0,1000.0,749.0,258.0,2359,4.2,Fair
3677,3678,92.0,0.0,Canada,5000000.0,6239558.0,5548,67.0,67.0,352,9.0,636.0,210.0,71.0,1033,6.7,Good
655,656,113.0,0.0,USA,65000000.0,119412921.0,240241,391.0,196.0,0,719.0,605.0,308.0,217.0,1441,7.5,Good
622,623,95.0,0.0,USA,70000000.0,13596911.0,25572,123.0,81.0,2000,101.0,2000.0,509.0,443.0,3734,6.2,Good
2071,2072,111.0,1.0,France,19430000.0,6109075.0,32003,65.0,165.0,0,105.0,527.0,86.0,64.0,735,6.7,Good
162,163,126.0,4.0,USA,140000000.0,31141074.0,51892,273.0,184.0,24000,295.0,18000.0,934.0,284.0,19769,5.5,Fair
4393,4394,92.0,3.0,USA,,,2621,18.0,40.0,844,0.0,327.0,51.0,2.0,380,4.7,Fair
4998,4999,95.0,0.0,USA,75000.0,,34,2.0,3.0,87,0.0,883.0,507.0,279.0,2618,5.0,Fair
806,807,107.0,2.0,UK,60000000.0,7605668.0,47320,188.0,181.0,12000,192.0,40000.0,2000.0,280.0,42683,5.5,Fair
1687,1688,112.0,0.0,USA,30000000.0,32357532.0,143368,215.0,219.0,24000,380.0,15000.0,11000.0,2000.0,31278,6.7,Good
3075,3076,97.0,3.0,UK,14000000.0,18535191.0,12980,132.0,105.0,646,32.0,893.0,692.0,327.0,2640,6.9,Good
1137,1138,130.0,1.0,USA,44000000.0,183875760.0,213668,270.0,119.0,0,99.0,11000.0,1000.0,812.0,13357,7.8,Good
